timestamp,open,high,low,close,volume,time
1759560960000,7.86,7.86,7.86,7.86,1057.472,2025-10-04 06:56:00+00:00
1759561080000,7.86,7.86,7.86,7.86,146.637,2025-10-04 06:58:00+00:00
1759561140000,7.86,7.86,7.85,7.85,625.595,2025-10-04 06:59:00+00:00
1759561320000,7.84,7.84,7.84,7.84,766.897,2025-10-04 07:02:00+00:00
1759561500000,7.84,7.84,7.84,7.84,574.347,2025-10-04 07:05:00+00:00
1759561620000,7.84,7.84,7.84,7.84,245.221,2025-10-04 07:07:00+00:00
1759561680000,7.84,7.84,7.84,7.84,13.984,2025-10-04 07:08:00+00:00
1759561860000,7.84,7.85,7.84,7.85,9.566,2025-10-04 07:11:00+00:00
1759561980000,7.85,7.85,7.85,7.85,226.509,2025-10-04 07:13:00+00:00
1759562040000,7.85,7.85,7.85,7.85,75.898,2025-10-04 07:14:00+00:00
1759562100000,7.85,7.85,7.85,7.85,8.922,2025-10-04 07:15:00+00:00
1759562220000,7.85,7.85,7.85,7.85,124.008,2025-10-04 07:17:00+00:00
1759562340000,7.85,7.86,7.85,7.86,10.148,2025-10-04 07:19:00+00:00
1759562400000,7.85,7.85,7.85,7.85,5.988,2025-10-04 07:20:00+00:00
1759562520000,7.85,7.85,7.85,7.85,6.335,2025-10-04 07:22:00+00:00
1759562640000,7.84,7.84,7.83,7.84,1623.55,2025-10-04 07:24:00+00:00
1759562700000,7.85,7.85,7.85,7.85,249.499,2025-10-04 07:25:00+00:00
1759562760000,7.85,7.85,7.84,7.84,25.736,2025-10-04 07:26:00+00:00
1759562940000,7.84,7.84,7.84,7.84,390.382,2025-10-04 07:29:00+00:00
1759563000000,7.84,7.84,7.84,7.84,71.425,2025-10-04 07:30:00+00:00
1759563060000,7.84,7.84,7.84,7.84,139.983,2025-10-04 07:31:00+00:00
1759563180000,7.84,7.84,7.84,7.84,9.57,2025-10-04 07:33:00+00:00
1759563240000,7.85,7.85,7.84,7.84,10.132,2025-10-04 07:34:00+00:00
1759563420000,7.84,7.84,7.84,7.84,1213.587,2025-10-04 07:37:00+00:00
1759563480000,7.85,7.85,7.85,7.85,139.885,2025-10-04 07:38:00+00:00
1759563660000,7.84,7.84,7.84,7.84,8.018,2025-10-04 07:41:00+00:00
1759563720000,7.84,7.84,7.84,7.84,141.118,2025-10-04 07:42:00+00:00
1759563780000,7.84,7.84,7.84,7.84,145.815,2025-10-04 07:43:00+00:00
