timestamp,open,high,low,close,volume,time
1760456280000,197.74,197.76,197.06,197.27,2034.44069936,2025-10-14 15:38:00+00:00
1760456340000,197.27,197.42,196.72,196.98,2170.70457067,2025-10-14 15:39:00+00:00
1760456400000,196.93,197.2,196.86,196.99,2469.26632977,2025-10-14 15:40:00+00:00
1760456460000,197.0,197.43,196.8,197.41,1042.63454689,2025-10-14 15:41:00+00:00
1760456520000,197.41,198.16,197.4,198.04,2447.06037763,2025-10-14 15:42:00+00:00
1760456580000,198.08,199.12,197.86,198.67,3809.64829539,2025-10-14 15:43:00+00:00
1760456640000,198.63,199.03,198.57,198.7,1054.13514574,2025-10-14 15:44:00+00:00
1760456700000,198.7,199.54,198.7,199.25,3099.29067409,2025-10-14 15:45:00+00:00
1760456760000,199.21,199.72,199.16,199.27,919.64703391,2025-10-14 15:46:00+00:00
1760456820000,199.24,199.44,198.64,198.67,1133.63217808,2025-10-14 15:47:00+00:00
1760456880000,198.73,199.53,198.67,199.06,2161.40649739,2025-10-14 15:48:00+00:00
1760456940000,199.08,199.82,199.08,199.68,886.68761841,2025-10-14 15:49:00+00:00
1760457000000,199.66,199.95,199.54,199.95,1221.35456593,2025-10-14 15:50:00+00:00
1760457060000,199.95,200.18,199.84,200.12,1738.32950963,2025-10-14 15:51:00+00:00
1760457120000,200.12,202.14,200.12,201.78,8671.05961684,2025-10-14 15:52:00+00:00
1760457180000,201.73,202.74,201.68,201.82,6048.60871315,2025-10-14 15:53:00+00:00
1760457240000,201.82,202.5,201.73,202.09,3654.36835852,2025-10-14 15:54:00+00:00
1760457300000,202.08,202.18,201.3,201.68,2156.98004748,2025-10-14 15:55:00+00:00
1760457360000,201.68,202.44,201.62,202.15,3967.53872397,2025-10-14 15:56:00+00:00
1760457420000,202.02,202.08,201.66,201.81,4934.36336141,2025-10-14 15:57:00+00:00
1760457480000,201.84,202.41,201.78,202.03,2083.47059726,2025-10-14 15:58:00+00:00
1760457540000,202.05,202.71,201.76,202.36,3740.52519342,2025-10-14 15:59:00+00:00
1760457600000,202.38,202.56,201.54,201.6,4944.66904024,2025-10-14 16:00:00+00:00
1760457660000,201.58,201.65,200.92,201.3,7456.80561406,2025-10-14 16:01:00+00:00
1760457720000,201.27,201.59,200.91,201.05,6122.25297688,2025-10-14 16:02:00+00:00
1760457780000,201.05,201.26,200.66,200.9,5818.56422286,2025-10-14 16:03:00+00:00
1760457840000,200.86,200.88,200.43,200.82,5571.21834351,2025-10-14 16:04:00+00:00
1760457900000,200.83,200.99,200.58,200.88,4335.9151009,2025-10-14 16:05:00+00:00
1760457960000,200.86,201.25,200.72,201.19,1962.20287875,2025-10-14 16:06:00+00:00
1760458020000,201.19,201.19,200.71,200.81,3038.96360435,2025-10-14 16:07:00+00:00
1760458080000,200.77,201.0,200.42,200.74,1649.11389734,2025-10-14 16:08:00+00:00
1760458140000,200.73,200.79,200.09,200.42,4896.87450312,2025-10-14 16:09:00+00:00
1760458200000,200.42,201.09,200.34,200.91,1951.78113936,2025-10-14 16:10:00+00:00
1760458260000,200.92,201.93,200.85,201.69,4270.18550221,2025-10-14 16:11:00+00:00
1760458320000,201.69,202.1,201.69,202.06,1237.41437604,2025-10-14 16:12:00+00:00
1760458380000,202.02,202.1,201.56,201.56,955.18459892,2025-10-14 16:13:00+00:00
1760458440000,201.56,201.92,201.43,201.79,570.24118041,2025-10-14 16:14:00+00:00
1760458500000,201.8,202.09,201.49,202.03,1510.26162296,2025-10-14 16:15:00+00:00
1760458560000,202.02,202.48,202.01,202.22,780.12044053,2025-10-14 16:16:00+00:00
1760458620000,202.24,202.69,202.0,202.39,2205.69134062,2025-10-14 16:17:00+00:00
1760458680000,202.42,202.42,201.85,201.99,1722.8802555,2025-10-14 16:18:00+00:00
1760458740000,202.02,203.3,202.01,202.83,4618.4338063,2025-10-14 16:19:00+00:00
1760458800000,202.84,206.52,202.81,205.37,9010.49781164,2025-10-14 16:20:00+00:00
1760458860000,205.19,206.34,205.0,205.99,12758.73127959,2025-10-14 16:21:00+00:00
1760458920000,205.99,206.18,203.7,203.7,10117.4687082,2025-10-14 16:22:00+00:00
1760458980000,203.69,204.69,203.05,204.67,6726.90262462,2025-10-14 16:23:00+00:00
1760459040000,204.67,204.75,204.15,204.46,4337.03924764,2025-10-14 16:24:00+00:00
1760459100000,204.46,204.48,203.75,204.08,5554.96677932,2025-10-14 16:25:00+00:00
1760459160000,204.12,204.13,202.59,203.46,6332.79616969,2025-10-14 16:26:00+00:00
1760459220000,203.47,204.05,203.23,203.96,6263.05561924,2025-10-14 16:27:00+00:00
1760459280000,203.97,204.41,203.96,204.35,5297.52320127,2025-10-14 16:28:00+00:00
1760459340000,204.34,204.52,203.88,203.99,6209.78503393,2025-10-14 16:29:00+00:00
1760459400000,204.0,204.68,203.61,203.77,8581.72941578,2025-10-14 16:30:00+00:00
1760459460000,203.75,203.82,202.88,203.23,9170.52138168,2025-10-14 16:31:00+00:00
1760459520000,203.24,203.76,203.15,203.38,4450.26197139,2025-10-14 16:32:00+00:00
1760459580000,203.37,203.76,203.03,203.17,3010.333127,2025-10-14 16:33:00+00:00
1760459640000,203.23,203.55,202.89,203.22,1799.08683294,2025-10-14 16:34:00+00:00
1760459700000,203.16,203.75,203.13,203.67,1205.28096797,2025-10-14 16:35:00+00:00
1760459760000,203.67,203.74,202.8,202.8,1257.09774797,2025-10-14 16:36:00+00:00
1760459820000,202.81,203.75,202.8,203.61,1514.61377274,2025-10-14 16:37:00+00:00
1760459880000,203.64,205.67,203.0,203.23,14430.50669936,2025-10-14 16:38:00+00:00
1760459940000,203.21,208.97,202.91,203.2,21453.75292696,2025-10-14 16:39:00+00:00
1760460000000,203.17,205.29,202.93,203.04,7303.9154121,2025-10-14 16:40:00+00:00
1760460060000,203.06,204.12,201.35,202.02,12841.7693084,2025-10-14 16:41:00+00:00
1760460120000,202.0,203.88,201.94,202.46,10411.91627569,2025-10-14 16:42:00+00:00
1760460180000,202.46,203.24,202.39,203.06,2180.69624106,2025-10-14 16:43:00+00:00
1760460240000,203.05,203.49,203.05,203.29,2131.95018268,2025-10-14 16:44:00+00:00
1760460300000,203.29,203.4,203.0,203.3,2661.40771931,2025-10-14 16:45:00+00:00
1760460360000,203.28,203.37,202.47,203.09,1662.16898737,2025-10-14 16:46:00+00:00
1760460420000,203.08,203.42,202.78,203.14,1391.33258826,2025-10-14 16:47:00+00:00
1760460480000,203.12,203.87,203.12,203.84,1189.64876797,2025-10-14 16:48:00+00:00
1760460540000,203.84,204.39,203.61,204.16,1650.05059749,2025-10-14 16:49:00+00:00
1760460600000,204.16,204.73,203.67,204.25,3566.17280999,2025-10-14 16:50:00+00:00
1760460660000,204.25,205.18,204.22,205.11,1824.12352024,2025-10-14 16:51:00+00:00
1760460720000,205.07,205.24,204.5,204.76,1372.10976325,2025-10-14 16:52:00+00:00
1760460780000,204.8,205.19,204.57,204.91,837.59407605,2025-10-14 16:53:00+00:00
1760460840000,204.92,204.98,204.12,204.27,2241.016375,2025-10-14 16:54:00+00:00
1760460900000,204.24,204.82,204.14,204.4,2594.32078054,2025-10-14 16:55:00+00:00
1760460960000,204.39,204.39,203.02,203.32,2237.02585537,2025-10-14 16:56:00+00:00
1760461020000,203.31,203.61,202.31,202.46,2712.16810478,2025-10-14 16:57:00+00:00
1760461080000,202.4,202.91,201.89,202.24,3204.54458111,2025-10-14 16:58:00+00:00
1760461140000,202.25,202.77,202.2,202.67,1179.26254108,2025-10-14 16:59:00+00:00
1760461200000,202.66,202.66,201.0,201.26,3539.8518395,2025-10-14 17:00:00+00:00
1760461260000,201.19,201.54,199.5,199.63,12089.77501453,2025-10-14 17:01:00+00:00
1760461320000,199.67,200.99,199.54,200.99,5596.14843034,2025-10-14 17:02:00+00:00
1760461380000,200.97,201.85,200.69,201.65,1721.83741046,2025-10-14 17:03:00+00:00
1760461440000,201.62,202.64,201.62,202.48,1431.09035614,2025-10-14 17:04:00+00:00
1760461500000,202.45,204.16,202.26,203.41,3763.00572539,2025-10-14 17:05:00+00:00
1760461560000,203.41,204.01,202.98,203.2,1984.34595125,2025-10-14 17:06:00+00:00
1760461620000,203.18,203.54,202.92,202.96,3438.51625807,2025-10-14 17:07:00+00:00
