time,equity
1970-01-01 00:29:20.389620,100.0
1970-01-01 00:29:20.389680,100.0
1970-01-01 00:29:20.389740,100.0
1970-01-01 00:29:20.389800,100.0
1970-01-01 00:29:20.389860,100.0
1970-01-01 00:29:20.389920,100.0
1970-01-01 00:29:20.389980,100.0
1970-01-01 00:29:20.390040,100.0
1970-01-01 00:29:20.390100,100.0
1970-01-01 00:29:20.390160,100.0
1970-01-01 00:29:20.390220,100.0
1970-01-01 00:29:20.390280,100.0
1970-01-01 00:29:20.390340,100.0
1970-01-01 00:29:20.390460,100.0
1970-01-01 00:29:20.390520,100.0
1970-01-01 00:29:20.390580,100.0
1970-01-01 00:29:20.390700,100.0
1970-01-01 00:29:20.390760,100.0
1970-01-01 00:29:20.390880,100.0
1970-01-01 00:29:20.390940,100.0
1970-01-01 00:29:20.391060,100.0
1970-01-01 00:29:20.391120,100.0
1970-01-01 00:29:20.391180,100.0
1970-01-01 00:29:20.391300,100.0
1970-01-01 00:29:20.391360,100.0
1970-01-01 00:29:20.391480,100.0
1970-01-01 00:29:20.391600,100.0
1970-01-01 00:29:20.391660,100.0
1970-01-01 00:29:20.391720,100.0
1970-01-01 00:29:20.391780,100.0
1970-01-01 00:29:20.391840,100.0
1970-01-01 00:29:20.391900,100.0
1970-01-01 00:29:20.391960,100.0
1970-01-01 00:29:20.392140,100.0
1970-01-01 00:29:20.392200,100.0
1970-01-01 00:29:20.392260,100.0
1970-01-01 00:29:20.392320,100.0
1970-01-01 00:29:20.392380,100.0
1970-01-01 00:29:20.392440,100.0
1970-01-01 00:29:20.392500,100.0
1970-01-01 00:29:20.392560,100.0
1970-01-01 00:29:20.392620,100.0
1970-01-01 00:29:20.392680,100.0
1970-01-01 00:29:20.392740,100.0
1970-01-01 00:29:20.392800,100.0
1970-01-01 00:29:20.392860,100.0
1970-01-01 00:29:20.392920,100.0
1970-01-01 00:29:20.392980,100.0
1970-01-01 00:29:20.393040,100.0
1970-01-01 00:29:20.393100,100.0
1970-01-01 00:29:20.393160,100.0
1970-01-01 00:29:20.393220,100.0
1970-01-01 00:29:20.393280,100.0
1970-01-01 00:29:20.393340,100.0
1970-01-01 00:29:20.393400,100.0
1970-01-01 00:29:20.393460,100.0
1970-01-01 00:29:20.393520,100.0
1970-01-01 00:29:20.393580,100.0
1970-01-01 00:29:20.393640,100.0
1970-01-01 00:29:20.393700,100.0
1970-01-01 00:29:20.393760,100.0
1970-01-01 00:29:20.393820,100.0
1970-01-01 00:29:20.393880,100.0
1970-01-01 00:29:20.393940,100.0
1970-01-01 00:29:20.394000,100.0
1970-01-01 00:29:20.394060,100.0
1970-01-01 00:29:20.394120,100.0
1970-01-01 00:29:20.394180,100.0
1970-01-01 00:29:20.394300,100.0
1970-01-01 00:29:20.394360,100.0
1970-01-01 00:29:20.394420,100.0
1970-01-01 00:29:20.394480,100.0
1970-01-01 00:29:20.394540,100.0
1970-01-01 00:29:20.394600,100.0
1970-01-01 00:29:20.394660,100.0
1970-01-01 00:29:20.394720,100.0
1970-01-01 00:29:20.394780,100.0
1970-01-01 00:29:20.394840,100.03316578495763
1970-01-01 00:29:20.394900,100.03620367392426
1970-01-01 00:29:20.394960,100.02914123119841
1970-01-01 00:29:20.395020,100.03908577371311
1970-01-01 00:29:20.395080,100.03198005621567
1970-01-01 00:29:20.395140,100.03067315811322
1970-01-01 00:29:20.395200,100.0073740210814
1970-01-01 00:29:20.395260,99.95661271398943
1970-01-01 00:29:20.395320,99.98622131272117
1970-01-01 00:29:20.395380,99.99402808151861
1970-01-01 00:29:20.395440,100.01512020519858
1970-01-01 00:29:20.395500,99.98883510892607
1970-01-01 00:29:20.395560,99.97982530147803
1970-01-01 00:29:20.395620,99.92434704428119
1970-01-01 00:29:20.395680,99.9771163007756
1970-01-01 00:29:20.395740,99.97052122558308
1970-01-01 00:29:20.395800,99.9751256612818
1970-01-01 00:29:20.395860,99.98954481518038
1970-01-01 00:29:20.395920,100.00765097961967
1970-01-01 00:29:20.395980,100.02975573295521
1970-01-01 00:29:20.396040,100.04154378074024
1970-01-01 00:29:20.396100,99.97125689670037
1970-01-01 00:29:20.396160,99.94790582994263
1970-01-01 00:29:20.396220,99.95156687562036
1970-01-01 00:29:20.396280,99.9610353956474
1970-01-01 00:29:20.396340,99.96271445678565
1970-01-01 00:29:20.396400,99.91094052003814
1970-01-01 00:29:20.396460,99.89884089389754
1970-01-01 00:29:20.396520,99.83824755869703
1970-01-01 00:29:20.396580,99.9248923064034
1970-01-01 00:29:20.396640,99.91628062685412
1970-01-01 00:29:20.396700,99.90591199157771
1970-01-01 00:29:20.396760,99.86606458188436
1970-01-01 00:29:20.396820,99.86941404920654
1970-01-01 00:29:20.396880,99.9074439184925
1970-01-01 00:29:20.396940,99.91504296838623
1970-01-01 00:29:20.397000,99.8688947519473
1970-01-01 00:29:20.397060,99.84106041885133
1970-01-01 00:29:20.397120,99.86239488125231
1970-01-01 00:29:20.397180,99.83981410542911
1970-01-01 00:29:20.397240,99.8112873759875
1970-01-01 00:29:20.397300,99.80269300634686
1970-01-01 00:29:20.397360,99.86769171329668
1970-01-01 00:29:20.397420,99.84591584822535
1970-01-01 00:29:20.397480,99.82891751793913
1970-01-01 00:29:20.397540,99.83550393817733
1970-01-01 00:29:20.397600,99.81767473227632
1970-01-01 00:29:20.397660,99.82737693607001
1970-01-01 00:29:20.397720,99.83359119327241
1970-01-01 00:29:20.397780,99.86136494168812
1970-01-01 00:29:20.397900,99.90295199719996
1970-01-01 00:29:20.397960,99.89065330710999
1970-01-01 00:29:20.398020,99.87857099087805
1970-01-01 00:29:20.398080,99.83867165145877
1970-01-01 00:29:20.398140,99.86908516094235
1970-01-01 00:29:20.398200,99.86518177654364
1970-01-01 00:29:20.398260,99.90080556852837
1970-01-01 00:29:20.398320,99.87437333803241
1970-01-01 00:29:20.398380,99.88384185805945
1970-01-01 00:29:20.398440,99.83527025441066
1970-01-01 00:29:20.398500,99.80608574844065
1970-01-01 00:29:20.398560,99.84290392412169
1970-01-01 00:29:20.398620,99.80351522700735
1970-01-01 00:29:20.398680,99.82740290093298
1970-01-01 00:29:20.398740,99.82792219819224
1970-01-01 00:29:20.398800,99.8171294701541
1970-01-01 00:29:20.398860,99.69808922842468
1970-01-01 00:29:20.398920,99.67354377797066
1970-01-01 00:29:20.398980,99.66859314409912
1970-01-01 00:29:20.399040,99.70507377656163
1970-01-01 00:29:20.399100,99.56102071684487
1970-01-01 00:29:20.399160,99.53898520314391
1970-01-01 00:29:20.399220,99.55840692063995
1970-01-01 00:29:20.399280,99.58240710897178
1970-01-01 00:29:20.399340,99.60887395928503
1970-01-01 00:29:20.399400,99.63697659596494
1970-01-01 00:29:20.399460,99.64866078429813
1970-01-01 00:29:20.399520,99.65417399020053
1970-01-01 00:29:20.399580,99.64616815745372
1970-01-01 00:29:20.399640,99.65094569223884
1970-01-01 00:29:20.399700,99.6573590133906
1970-01-01 00:29:20.399760,99.67089536194847
1970-01-01 00:29:20.399820,99.6683767702411
1970-01-01 00:29:20.399940,99.67133676461884
1970-01-01 00:29:20.400000,99.63995390025131
1970-01-01 00:29:20.400060,99.63113450179834
1970-01-01 00:29:20.400120,99.62262668170091
1970-01-01 00:29:20.400180,99.66045748703748
1970-01-01 00:29:20.400240,99.65565398738939
