time,equity
1970-01-01 00:29:20.400300,99.64821072667344
1970-01-01 00:29:20.400360,99.6650273029189
1970-01-01 00:29:20.400420,99.63957308226121
1970-01-01 00:29:20.400480,99.64798569786109
1970-01-01 00:29:20.400540,99.62314597896015
1970-01-01 00:29:20.400600,99.60683139006531
1970-01-01 00:29:20.400660,99.66300204360782
1970-01-01 00:29:20.400720,99.65786100074122
1970-01-01 00:29:20.400780,99.7000106282839
1970-01-01 00:29:20.400840,99.72674578218111
1970-01-01 00:29:20.400900,99.7692589178053
1970-01-01 00:29:20.400960,99.75470128463756
1970-01-01 00:29:20.401020,99.78678520030509
1970-01-01 00:29:20.401080,99.80331616305796
1970-01-01 00:29:20.401140,99.7833924582113
1970-01-01 00:29:20.401200,99.77164768519786
1970-01-01 00:29:20.401260,99.77164768519786
1970-01-01 00:29:20.401320,99.77164768519786
1970-01-01 00:29:20.401380,99.77164768519786
1970-01-01 00:29:20.401440,99.77164768519786
1970-01-01 00:29:20.401500,99.77164768519786
1970-01-01 00:29:20.401560,99.77164768519786
1970-01-01 00:29:20.401620,99.77164768519786
1970-01-01 00:29:20.401680,99.77164768519786
1970-01-01 00:29:20.401740,99.77164768519786
1970-01-01 00:29:20.401800,99.77164768519786
1970-01-01 00:29:20.401860,99.77164768519786
1970-01-01 00:29:20.401920,99.77164768519786
1970-01-01 00:29:20.401980,99.77164768519786
1970-01-01 00:29:20.402040,99.77164768519786
1970-01-01 00:29:20.402100,99.77164768519786
1970-01-01 00:29:20.402160,99.77164768519786
1970-01-01 00:29:20.402220,99.77164768519786
1970-01-01 00:29:20.402280,99.77164768519786
1970-01-01 00:29:20.402340,99.77164768519786
1970-01-01 00:29:20.402400,99.77164768519786
1970-01-01 00:29:20.402460,99.77164768519786
1970-01-01 00:29:20.402520,99.77164768519786
1970-01-01 00:29:20.402580,99.77164768519786
1970-01-01 00:29:20.402640,99.77164768519786
1970-01-01 00:29:20.402700,99.77164768519786
1970-01-01 00:29:20.402760,99.77164768519786
1970-01-01 00:29:20.402820,99.77164768519786
1970-01-01 00:29:20.402880,99.77164768519786
1970-01-01 00:29:20.402940,99.77164768519786
1970-01-01 00:29:20.403000,99.77164768519786
1970-01-01 00:29:20.403060,99.77164768519786
1970-01-01 00:29:20.403120,99.77164768519786
1970-01-01 00:29:20.403180,99.77164768519786
1970-01-01 00:29:20.403240,99.77164768519786
1970-01-01 00:29:20.403300,99.77164768519786
1970-01-01 00:29:20.403360,99.77164768519786
1970-01-01 00:29:20.403420,99.77164768519786
1970-01-01 00:29:20.403480,99.77164768519786
1970-01-01 00:29:20.403540,99.77164768519786
1970-01-01 00:29:20.403600,99.77164768519786
1970-01-01 00:29:20.403660,99.77164768519786
1970-01-01 00:29:20.403720,99.77164768519786
1970-01-01 00:29:20.403780,99.77164768519786
1970-01-01 00:29:20.403840,99.77164768519786
1970-01-01 00:29:20.403900,99.77164768519786
1970-01-01 00:29:20.403960,99.77164768519786
1970-01-01 00:29:20.404020,99.77164768519786
1970-01-01 00:29:20.404080,99.77164768519786
1970-01-01 00:29:20.404140,99.77164768519786
1970-01-01 00:29:20.404200,99.77164768519786
1970-01-01 00:29:20.404260,99.77164768519786
1970-01-01 00:29:20.404320,99.77164768519786
1970-01-01 00:29:20.404380,99.77164768519786
1970-01-01 00:29:20.404440,99.77164768519786
1970-01-01 00:29:20.404500,99.77164768519786
1970-01-01 00:29:20.404560,99.77164768519786
1970-01-01 00:29:20.404620,99.77164768519786
1970-01-01 00:29:20.404680,99.77164768519786
1970-01-01 00:29:20.404740,99.77164768519786
1970-01-01 00:29:20.404800,99.77164768519786
1970-01-01 00:29:20.404860,99.77164768519786
1970-01-01 00:29:20.404920,99.77164768519786
1970-01-01 00:29:20.404980,99.77164768519786
1970-01-01 00:29:20.405040,99.77164768519786
1970-01-01 00:29:20.405100,99.77164768519786
1970-01-01 00:29:20.405160,99.77164768519786
1970-01-01 00:29:20.405220,99.77164768519786
1970-01-01 00:29:20.405280,99.77164768519786
1970-01-01 00:29:20.405340,99.77164768519786
1970-01-01 00:29:20.405400,99.77164768519786
1970-01-01 00:29:20.405460,99.77164768519786
1970-01-01 00:29:20.405520,99.77164768519786
1970-01-01 00:29:20.405580,99.77164768519786
1970-01-01 00:29:20.405640,99.77164768519786
1970-01-01 00:29:20.405700,99.77164768519786
1970-01-01 00:29:20.405760,99.77164768519786
1970-01-01 00:29:20.405820,99.77164768519786
1970-01-01 00:29:20.405880,99.77164768519786
1970-01-01 00:29:20.405940,99.77164768519786
1970-01-01 00:29:20.406000,99.77164768519786
1970-01-01 00:29:20.406060,99.77164768519786
1970-01-01 00:29:20.406120,99.77164768519786
1970-01-01 00:29:20.406180,99.77164768519786
1970-01-01 00:29:20.406240,99.77164768519786
1970-01-01 00:29:20.406300,99.77164768519786
1970-01-01 00:29:20.406360,99.77164768519786
1970-01-01 00:29:20.406420,99.77164768519786
1970-01-01 00:29:20.406540,99.77164768519786
1970-01-01 00:29:20.406600,99.77164768519786
1970-01-01 00:29:20.406660,99.77164768519786
1970-01-01 00:29:20.406720,99.77164768519786
1970-01-01 00:29:20.406780,99.77164768519786
1970-01-01 00:29:20.406840,99.77164768519786
1970-01-01 00:29:20.406900,99.77164768519786
1970-01-01 00:29:20.406960,99.77164768519786
1970-01-01 00:29:20.407020,99.77164768519786
1970-01-01 00:29:20.407080,99.77164768519786
1970-01-01 00:29:20.407140,99.77164768519786
1970-01-01 00:29:20.407200,99.77164768519786
1970-01-01 00:29:20.407260,99.77164768519786
1970-01-01 00:29:20.407320,99.77164768519786
1970-01-01 00:29:20.407380,99.77164768519786
1970-01-01 00:29:20.407440,99.77164768519786
1970-01-01 00:29:20.407500,99.77164768519786
