time,equity
2025-10-26 01:07:00+00:00,100.0
2025-10-26 01:09:00+00:00,100.0
2025-10-26 01:10:00+00:00,100.0
2025-10-26 01:11:00+00:00,100.00412929029237
2025-10-26 01:12:00+00:00,99.99682087125298
2025-10-26 01:16:00+00:00,99.996970661426
2025-10-26 01:18:00+00:00,99.98510146696894
2025-10-26 01:19:00+00:00,99.97412877787585
2025-10-26 01:20:00+00:00,99.97935801988659
2025-10-26 01:21:00+00:00,99.97748676056081
2025-10-26 01:28:00+00:00,99.97748676056081
2025-10-26 01:29:00+00:00,99.97748676056081
2025-10-26 01:33:00+00:00,99.97748676056081
2025-10-26 01:34:00+00:00,99.97748676056081
2025-10-26 01:35:00+00:00,99.97748676056081
2025-10-26 01:38:00+00:00,99.97748676056081
2025-10-26 01:39:00+00:00,99.97748676056081
2025-10-26 01:40:00+00:00,99.97748676056081
2025-10-26 01:42:00+00:00,99.97748676056081
2025-10-26 01:47:00+00:00,99.97748676056081
2025-10-26 01:48:00+00:00,99.97748676056081
2025-10-26 01:49:00+00:00,99.97748676056081
2025-10-26 01:51:00+00:00,99.97783996563726
2025-10-26 01:53:00+00:00,99.95662329843847
2025-10-26 01:54:00+00:00,99.96048110965833
2025-10-26 01:55:00+00:00,99.97711734417778
2025-10-26 01:56:00+00:00,99.91554298836493
2025-10-26 01:57:00+00:00,99.90031769834742
2025-10-26 01:58:00+00:00,99.90031769834742
2025-10-26 02:01:00+00:00,99.90031769834742
2025-10-26 02:03:00+00:00,99.90031769834742
2025-10-26 02:04:00+00:00,99.90031769834742
2025-10-26 02:05:00+00:00,99.90031769834742
2025-10-26 02:08:00+00:00,99.90031769834742
2025-10-26 02:10:00+00:00,99.90031769834742
2025-10-26 02:15:00+00:00,99.90031769834742
2025-10-26 02:16:00+00:00,99.90031769834742
2025-10-26 02:22:00+00:00,99.90031769834742
2025-10-26 02:23:00+00:00,99.90031769834742
2025-10-26 02:24:00+00:00,99.90031769834742
2025-10-26 02:28:00+00:00,99.90031769834742
2025-10-26 02:29:00+00:00,99.90031769834742
2025-10-26 02:32:00+00:00,99.90031769834742
2025-10-26 02:33:00+00:00,99.90031769834742
2025-10-26 02:34:00+00:00,99.90031769834742
2025-10-26 02:35:00+00:00,99.90031769834742
2025-10-26 02:36:00+00:00,99.90031769834742
2025-10-26 02:38:00+00:00,99.90031769834742
2025-10-26 02:40:00+00:00,99.90031769834742
