entry_time,exit_time,hold_seconds,qty,entry_price,exit_price,entry_value,exit_value,pnl_abs,pnl_pct
1970-01-01 00:29:20.394840,1970-01-01 00:29:20.401200,0.00636,0.0008654954320882086,115540.76,115276.92,100.0,99.77164768519786,-0.22835231480213736,-0.0022835231480214935
