timestamp,symbol,side,price,quantity,strategy,reason,balance_after_trade
2025-10-13 22:45:37,BTC/USDT,buy,112040.19,0.00022071307684868037,"BB-mean_revert(p=35,σ=2.0)",Prev bar BUY edge -> enter on next open,cash:74.19
2025-10-13 22:45:37,BTC/USDT,sell,112227.4,0.00022071307684868037,"BB-mean_revert(p=35,σ=2.0)",Prev bar SELL edge -> exit on next open,cash:98.96
2025-10-13 22:45:37,BTC/USDT,buy,111947.64,0.0002209878206399881,"BB-mean_revert(p=35,σ=2.0)",Prev bar BUY edge -> enter on next open,cash:74.22
2025-10-13 22:45:37,BTC/USDT,sell,112049.82,0.0002209878206399881,"BB-mean_revert(p=35,σ=2.0)",Prev bar SELL edge -> exit on next open,cash:98.98
2025-10-13 22:45:37,BTC/USDT,buy,111916.87,0.00022109901861326365,"BB-mean_revert(p=35,σ=2.0)",Prev bar BUY edge -> enter on next open,cash:74.23
2025-10-13 22:45:37,BTC/USDT,sell,111865.31,0.00022109901861326365,"BB-mean_revert(p=35,σ=2.0)",Prev bar SELL edge -> exit on next open,cash:98.97
2025-10-13 22:45:37,BTC/USDT,buy,111181.08,0.00022253660566094773,"BB-mean_revert(p=35,σ=2.0)",Prev bar BUY edge -> enter on next open,cash:74.23
2025-10-13 22:45:37,BTC/USDT,sell,110594.72,0.00022253660566094773,"BB-mean_revert(p=35,σ=2.0)",Prev bar SELL edge -> exit on next open,cash:98.84
2025-10-13 22:45:37,BTC/USDT,buy,110918.49,0.00022276933733856674,"BB-mean_revert(p=35,σ=2.0)",Prev bar BUY edge -> enter on next open,cash:74.13
2025-10-13 22:45:37,BTC/USDT,sell,110091.38,0.00022276933733856674,"BB-mean_revert(p=35,σ=2.0)",Prev bar SELL edge -> exit on next open,cash:98.65
2025-10-13 22:45:37,BTC/USDT,buy,109973.87,0.00022426395314853356,"BB-mean_revert(p=35,σ=2.0)",Prev bar BUY edge -> enter on next open,cash:73.99
2025-10-13 22:45:37,BTC/USDT,sell,110721.1,0.00022426395314853356,"BB-mean_revert(p=35,σ=2.0)",Prev bar SELL edge -> exit on next open,cash:98.82
2025-10-13 22:45:37,BTC/USDT,buy,111549.93,0.00022147095043153068,"BB-mean_revert(p=35,σ=2.0)",Prev bar BUY edge -> enter on next open,cash:74.12
2025-10-13 22:45:37,BTC/USDT,sell,111687.36,0.00022147095043153068,"BB-mean_revert(p=35,σ=2.0)",Prev bar SELL edge -> exit on next open,cash:98.85
2025-10-13 22:45:37,BTC/USDT,buy,111448.7,0.00022174039002563663,"BB-mean_revert(p=35,σ=2.0)",Prev bar BUY edge -> enter on next open,cash:74.14
2025-10-13 22:45:37,BTC/USDT,sell,111614.54,0.00022174039002563663,"BB-mean_revert(p=35,σ=2.0)",Prev bar SELL edge -> exit on next open,cash:98.89
